ni,nc,method,par,true_value,value,se
500,50,J,z,0.5,0.4962123398500358,0.14948636054759845
1e3,50,J,z,0.5,-0.8930799145138906,0.22102535009616986
100,10,N,z,0.5,0.6387702637824516,0.1025095476070419
500,10,N,z,0.5,-0.5937284789728356,0.04499514418421313
1e3,10,N,z,0.5,1.7254374079656059,0.06569511839188635
100,25,N,z,0.5,-0.9116250843676306,0.05104005377506837
500,25,N,z,0.5,-0.3340958345446364,0.16572769201593474
1e3,25,N,z,0.5,3.117833268751669,0.032412916887551546
100,50,N,z,0.5,1.621349928960817,0.1798748499713838
500,50,N,z,0.5,1.1523686922351546,0.02934930776245892
1e3,50,N,z,0.5,1.2036382241371717,0.08125283161643893
100,10,G,o,0.5,1.03687964276868,0.15782484592637047
500,10,G,o,0.5,2.2035449700686205,0.19416093319887295
1e3,10,G,o,0.5,1.6113033194765884,0.0769603728549555
100,25,G,o,0.5,-0.15987170121628413,0.055678233155049384
500,25,G,o,0.5,0.5256406527946873,0.001777979196049273
1e3,25,G,o,0.5,3.14636578714672,0.13092380651505664
100,50,G,o,0.5,0.8114234426716641,0.04612126428401098
500,50,G,o,0.5,0.41827059418318024,0.17132313014008105
1e3,50,G,o,0.5,-1.495995953829607,0.056041320494841784
100,10,J,o,0.5,-0.0033490034121743673,0.09169048845069483
500,10,J,o,0.5,-0.896663547697361,0.17069792101392522
1e3,10,J,o,0.5,1.4054700358966945,0.09013424150180072
100,25,J,o,0.5,1.545059129109894,0.1532673838082701
500,25,J,o,0.5,2.9460739678048746,0.22146267560310662
1e3,25,J,o,0.5,-0.9401612152019554,0.11568236915627494
100,50,J,o,0.5,1.4987387900550644,0.051880870130844414
500,50,J,o,0.5,-1.5655292252494752,0.12208339583594352
1e3,50,J,o,0.5,2.016064537417308,0.17498356150463223
100,10,N,o,0.5,1.8920769787476563,0.1685581041383557
500,10,N,o,0.5,0.6619909484965505,0.078027673764154315
1e3,10,N,o,0.5,3.350585086439517,0.2184160586912185
100,25,N,o,0.5,0.1600536895063726,0.22985902131767944
500,25,N,o,0.5,-1.4933245794564136,0.09825349214952439
1e3,25,N,o,0.5,0.8869583645566078,0.008979888341855258
100,50,N,o,0.5,0.24766043507652696,0.20629663055296987
500,50,N,o,0.5,1.2492687716737447,0.05629939428763464
1e3,50,N,o,0.5,1.5146098042219172,0.20421976869693026
100,10,G,x,1,2.843093950722227,0.11954122688621283
500,10,G,x,1,3.254370885640893,0.34697097609750926
1e3,10,G,x,1,1.2089681677728727,0.8057425550650805
100,25,G,x,1,1.5689079149654899,0.5034313551150262
500,25,G,x,1,-2.4032589409061704,0.9889096030965447
1e3,25,G,x,1,0.01645105248254275,0.20385446515865624
100,50,G,x,1,1.431640693576649,0.36478120903484523
500,50,G,x,1,0.6365183648120873,0.2911088198889047
1e3,50,G,x,1,2.2962456865515963,0.8709107004106045
100,10,J,x,1,0.9277661044297731,0.5418750762473792
500,10,J,x,1,-2.4818795912025404,0.9461819157004356
1e3,10,J,x,1,0.4247959673297337,0.28207525378093123
100,25,J,x,1,-0.5856268745624498,0.1120857906062156
500,25,J,x,1,0.19076944085069814,0.7525193088222295
1e3,25,J,x,1,0.8324741222180699,0.5941442898474634
100,50,J,x,1,-0.4048126730796171,0.3473255077842623
500,50,J,x,1,-1.6999443014587836,0.4691641798708588
1e3,50,J,x,1,2.3098555232532156,0.0296893953345716
100,10,N,x,1,-0.9858081124669753,0.185924211749807
500,10,N,x,1,0.8901129959888666,0.05249977973289788
1e3,10,N,x,1,-0.6911611384108152,0.9240126193035394
100,25,N,x,1,3.3549221105487077,0.28892241534776986
500,25,N,x,1,2.4712386473528576,0.16833036323077977
1e3,25,N,x,1,2.07440503318647,0.36972151626832783
100,50,N,x,1,-0.2403153559543001,0.40514698694460094
500,50,N,x,1,2.2778954484023815,0.5960934248287231
1e3,50,N,x,1,-2.301597663271288,0.6034192722290754
100,10,G,f,1,0.2309195613890037,0.4821722137276083
500,10,G,f,1,2.9390942915299103,0.4678356952499598
1e3,10,G,f,1,5.855270826571841,0.009920031065121293
100,25,G,f,1,4.701123815632189,0.9332968380767852
500,25,G,f,1,-1.3632521700774571,0.3704509334638715
1e3,25,G,f,1,1.666593679351617,0.6122758940327913
100,50,G,f,1,4.062531325459991,0.9978459558915347
500,50,G,f,1,-0.6089869306844502,0.2951277296524495
1e3,50,G,f,1,2.4393393086525004,0.13975205714814365
100,10,J,f,1,0.927045790834513,0.9605378075502813
500,10,J,f,1,3.350151675923108,0.7037429783958942
1e3,10,J,f,1,2.5067440452560024,0.057742423843592405
100,25,J,f,1,-0.9190907271651318,0.027208779705688357
500,25,J,f,1,2.4189077838568913,0.2377742282114923
1e3,25,J,f,1,-0.7702192256625218,0.6450856504961848
100,50,J,f,1,1.9669799199718505,0.26943866186775267
500,50,J,f,1,-0.36193013414490904,0.9445536674465984
1e3,50,J,f,1,2.776379452516358,0.2442445633932948
100,10,N,f,1,-1.9067931827978835,0.26012544287368655
500,10,N,f,1,-1.1436682239396814,0.0010540711227804422
1e3,10,N,f,1,3.2284375272284223,0.7699807002209127
100,25,N,f,1,2.966212813094697,0.9296894818544388
500,25,N,f,1,-1.4579624717197688,0.5186289818957448
1e3,25,N,f,1,2.1501212547935333,0.5354253146797419
100,50,N,f,1,0.024493036825390835,0.4859797484241426
500,50,N,f,1,2.0793896472324542,0.015216977335512638
1e3,50,N,f,1,-1.1956773266772052,0.3718754034489393
100,10,G,v,1,0.3851499240425299,0.36019595013931394
500,10,G,v,1,-0.1399245392673223,0.22706119948998094
1e3,10,G,v,1,-2.389748082279455,0.3762060778681189
100,25,G,v,1,3.3421516737695107,0.22857870394364
500,25,G,v,1,1.4544993905284263,0.055974676040932536
1e3,25,G,v,1,2.7015978340531337,0.36871634260751307
100,50,G,v,1,4.3882157006227995,0.3583893752656877
500,50,G,v,1,0.7243910660972877,0.33131855679675937
1e3,50,G,v,1,2.2707661968813433,0.8704293787013739
100,10,J,v,1,1.2153720669188601,0.6283909694757313
500,10,J,v,1,2.5713479660928216,0.09515509125776589
1e3,10,J,v,1,-1.3004333481707784,0.7826906281989068
100,25,J,v,1,0.4885684370369954,0.8358493058476597
500,25,J,v,1,1.0931554837903894,0.6366032019723207
1e3,25,J,v,1,5.046525085587774,0.05624614143744111
100,50,J,v,1,2.4609388843181086,0.08359481324441731
500,50,J,v,1,1.576880005033771,0.11292749177664518
1e3,50,J,v,1,0.12792730174121492,0.17235698620788753
100,10,N,v,1,-0.2783477271709789,0.32412828342057765
500,10,N,v,1,0.7018645468505096,0.7090217790100724
1e3,10,N,v,1,-2.2588930239952996,0.22957295970991254
100,25,N,v,1,0.87565682734243655,0.264387100469321
500,25,N,v,1,-1.5316280019328419,0.7053776746615767
1e3,25,N,v,1,2.3278322892427,0.6466502195689827
100,50,N,v,1,-4.3104344779090535,0.3179677773732692
500,50,N,v,1,-0.09127503669373205,0.38420352479442954
1e3,50,N,v,1,2.5860054429671155,0.38493643957190216
100,10,G,z,1,0.41090760384788105,0.5356539734639227
500,10,G,z,1,0.6168862121764613,0.42068062722682953
1e3,10,G,z,1,-0.9378970109431684,0.18198651634156704
100,25,G,z,1,0.7968239150415358,0.8235220939386636
500,25,G,z,1,1.7786098463072726,0.659210802288726
1e3,25,G,z,1,1.5539013659742142,0.29879759065806866
100,50,G,z,1,-1.175198511531037,0.6507833553478122
500,50,G,z,1,3.357489690414756,0.1975778564810753
1e3,50,G,z,1,1.1332466261996719,0.03960655303671956
100,10,J,z,1,0.8068076277875362,0.017289770301431417
500,10,J,z,1,3.476637076510919,0.7193902456201613
1e3,10,J,z,1,0.30231586882696293,0.3906527520157397
100,25,J,z,1,1.6504688431043462,0.3263822109438479
500,25,J,z,1,-1.8816363292621037,0.3316823539789766
1e3,25,J,z,1,0.5119564441366244,0.01602186937816441
100,50,J,z,1,4.545568159203418,0.20932217268273234
500,50,J,z,1,-0.4290744258335295,0.9667378412559628
1e3,50,J,z,1,-4.8291794592788575,0.9657939444296062
100,10,N,z,1,0.07470848912279082,0.7067814862821251
500,10,N,z,1,1.1119710223708128,0.5126258060336113
1e3,10,N,z,1,-1.745037300669872,0.1709007634781301
100,25,N,z,1,4.348986556936355,0.7989786569960415
500,25,N,z,1,4.5771653527491925,0.9194662172812968
1e3,25,N,z,1,3.1401820113791676,0.7744346936233342
100,50,N,z,1,-2.0270067726803807,0.9600980796385556
500,50,N,z,1,1.4977279928030287,0.3341922205872834
1e3,50,N,z,1,0.4199351078014584,0.8712153767701238
100,10,G,o,1,0.9170190372051478,0.1357721567619592
500,10,G,o,1,-0.6472435516041126,0.6496964239049703
1e3,10,G,o,1,2.074604038877872,0.6819913738872856
100,25,G,o,1,-0.8025398684611791,0.04694032482802868
500,25,G,o,1,0.028499857616524626,0.08233652357012033
1e3,25,G,o,1,1.520655201854523,0.9497127847280353
100,50,G,o,1,0.14055706433670712,0.9707174736540765
500,50,G,o,1,0.692261427990922,0.3768088039942086
1e3,50,G,o,1,0.7367213464557641,0.9978268833365291
100,10,J,o,1,2.617760653783367,0.4539664341136813
500,10,J,o,1,1.2816996932886766,0.6685380612034351
1e3,10,J,o,1,3.7073910928003624,0.6683356242720038
100,25,J,o,1,-0.9168732821477454,0.8476836765184999
500,25,J,o,1,1.290416331514285,0.2277079864870757
1e3,25,J,o,1,0.09935505458787797,0.6059871111065149
100,50,J,o,1,1.535142994638178,0.17168625444173813
500,50,J,o,1,0.39476281379021605,0.10391212557442486
1e3,50,J,o,1,0.6788938288982418,0.597086290596053
100,10,N,o,1,1.3996817126005217,0.7390532493591309
500,10,N,o,1,-0.27471830234367034,0.11838794406503439
1e3,10,N,o,1,2.850302532248327,0.8737219756003469
100,25,N,o,1,0.6523079349549601,0.09084227960556746
500,25,N,o,1,1.183387824715703,0.6844417904503644
1e3,25,N,o,1,-1.1706487594838069,0.33354387315921485
100,50,N,o,1,-2.44253426906271,0.2460059248842299
500,50,N,o,1,4.869787933909998,0.7407676612492651
1e3,50,N,o,1,2.90379540124949,0.2922679530456662
100,10,G,x,1.5,-4.0336038672963355,0.4733023266890086
500,10,G,x,1.5,5.138813593422329,1.3655301659018733
1e3,10,G,x,1.5,-0.5185938500151726,0.7772798094665632
100,25,G,x,1.5,-2.9738630470841416,0.5849214469199069
500,25,G,x,1.5,-2.1323555531404206,1.7371971541433595
1e3,25,G,x,1.5,1.1001120315126924,0.31496121670352295
100,50,G,x,1.5,4.327620322674639,2.110166367434431
500,50,G,x,1.5,0.988334780632591,0.013680354575626552
1e3,50,G,x,1.5,1.2744104317165958,1.5845529639045708
100,10,J,x,1.5,1.1805604513187387,1.7257275501033291
500,10,J,x,1.5,-4.0780493417674695,0.7985102382372133
1e3,10,J,x,1.5,1.021766490139807,0.5396411020774394
100,25,J,x,1.5,2.5879256265578596,2.18571503815474
500,25,J,x,1.5,-0.8751397235623442,1.212427215767093
1e3,25,J,x,1.5,3.886534547256681,0.7061979743884876
100,50,J,x,1.5,4.794025962035726,2.2325596677255817
500,50,J,x,1.5,-2.803478392957958,1.9452818592544645
1e3,50,J,x,1.5,6.588626825180388,0.42710677126888186
100,10,N,x,1.5,0.8176118969727193,1.0436069912393577
500,10,N,x,1.5,6.902745222389835,1.3191338204196654
1e3,10,N,x,1.5,8.408650142116546,2.08871670946246
100,25,N,x,1.5,2.894248280504229,0.022592306253500283
500,25,N,x,1.5,2.8435584356140344,2.1569455809658393
1e3,25,N,x,1.5,5.290061097865138,0.8901080930954777
100,50,N,x,1.5,-2.4716533768897113,1.3752556336694397
500,50,N,x,1.5,4.387747812995427,0.8118805996491574
1e3,50,N,x,1.5,-4.5838068386479875,0.13036469189682975
100,10,G,f,1.5,4.420272288706483,1.4972751419409178
500,10,G,f,1.5,3.0241546967519746,1.8578272163285874
1e3,10,G,f,1.5,1.7083051465003765,0.3646838439744897
100,25,G,f,1.5,1.5291809510359375,0.14406146033434197
500,25,G,f,1.5,-4.128970851793522,0.5791128042619675
1e3,25,G,f,1.5,1.401787893184796,0.44196712074335665
100,50,G,f,1.5,-1.6468246509420559,0.7277603134280071
500,50,G,f,1.5,4.016092051792301,1.053871671028901
1e3,50,G,f,1.5,6.964172429372646,2.219923859636765
100,10,J,f,1.5,8.392359096562142,1.4425520923105069
500,10,J,f,1.5,3.6001055293413113,2.1143220500671305
1e3,10,J,f,1.5,4.845996855080477,2.1324215964996256
100,25,J,f,1.5,3.794750126768113,2.1089396135648713
500,25,J,f,1.5,0.7456512617987712,0.7447377702919766
1e3,25,J,f,1.5,-1.5089519567434841,0.3112022291170433
100,50,J,f,1.5,-0.11408868841286335,1.3128246524138376
500,50,J,f,1.5,0.9022566927881356,0.5850370663683861
1e3,50,J,f,1.5,0.3000753392798641,2.2496310197166167
100,10,N,f,1.5,6.140187064171713,0.29434819682501256
500,10,N,f,1.5,1.3796069393023593,0.26542142912512645
1e3,10,N,f,1.5,-3.0544400534442104,0.12580207781866193
100,25,N,f,1.5,-4.95008134314475,0.701461449440103
500,25,N,f,1.5,-0.797824896171357,0.6772021880024113
1e3,25,N,f,1.5,0.44626110081060455,0.8824525027885102
100,50,N,f,1.5,-3.2223400114000684,2.101403244305402
500,50,N,f,1.5,0.6717552150643985,1.585892076662276
1e3,50,N,f,1.5,-2.932766209208304,1.336692616227083
100,10,G,v,1.5,-0.5299117678607459,0.1687722271308303
500,10,G,v,1.5,4.418811218380357,2.0204858891665936
1e3,10,G,v,1.5,-0.31210227517540523,1.7788752802298404
100,25,G,v,1.5,-4.790115529540514,1.9205722103943117
500,25,G,v,1.5,2.024461288186324,1.0335211865021847
1e3,25,G,v,1.5,-1.4032236508095992,1.6872280198149383
100,50,G,v,1.5,3.7905101500506757,1.9612356468569487
500,50,G,v,1.5,1.065636488538059,2.0876453812234104
1e3,50,G,v,1.5,-4.602541613061964,1.0292637989041395
100,10,J,v,1.5,-1.2793840522938598,1.510765738610644
500,10,J,v,1.5,10.243994563664641,1.853652115969453
1e3,10,J,v,1.5,-1.7011015940788643,1.0269516126718372
100,25,J,v,1.5,0.487129994856339,0.056741170410532504
500,25,J,v,1.5,-5.301796418482309,0.6639477718854323
1e3,25,J,v,1.5,-1.2084735460479483,0.30460048344684765
100,50,J,v,1.5,-1.7235068726549714,1.4713476727483794
500,50,J,v,1.5,0.8911131742465418,1.6365573490038514
1e3,50,J,v,1.5,2.6213021840499393,1.6804155227146111
100,10,N,v,1.5,4.072263588263108,2.1470893869409338
500,10,N,v,1.5,0.37396675914784305,0.8042417909600772
1e3,10,N,v,1.5,1.7481325348866974,0.7192843857337721
100,25,N,v,1.5,-1.271176775077941,1.475469754950609
500,25,N,v,1.5,4.909046967317613,2.224014120467473
1e3,25,N,v,1.5,-0.5191250370790845,0.84973980858922
100,50,N,v,1.5,1.2101487834419837,0.27063758857548237
500,50,N,v,1.5,1.4955292875482975,0.07161625265143812
1e3,50,N,v,1.5,-1.7618280179483912,0.40752056386554614
100,10,G,z,1.5,-1.6670393049476537,1.1347118414123543
500,10,G,z,1.5,3.5522257592127837,1.8298421774525195
1e3,10,G,z,1.5,0.5829248801855113,0.5456930326181464
100,25,G,z,1.5,1.222336841371038,0.7019706374849193
500,25,G,z,1.5,3.476567827796697,1.7562192599871196
1e3,25,G,z,1.5,5.446276342718225,2.1967629386927
100,50,G,z,1.5,-3.547059841806669,1.7689375512418337
500,50,G,z,1.5,-0.32594531181931186,1.7080698556965217
1e3,50,G,z,1.5,6.1497454668169524,1.3292516576475464
100,10,J,z,1.5,0.4117809135769639,0.8814079437288456
500,10,J,z,1.5,4.2139074818298425,1.197685678198468
1e3,10,J,z,1.5,-1.6494897749463142,0.43946377630345523
100,25,J,z,1.5,1.845410437208636,0.07466041581938043
500,25,J,z,1.5,5.153460140116053,0.8647640316048637
1e3,25,J,z,1.5,6.754765423173087,0.8277092192438431
100,50,J,z,1.5,0.8018903062492102,0.6081663660588674
500,50,J,z,1.5,1.106477800444765,1.5652207606472075
1e3,50,J,z,1.5,-1.1961345936691319,1.3485528929159045
100,10,N,z,1.5,-0.1750036511638462,0.4153389532584697
500,10,N,z,1.5,0.6727617980930521,1.3951713347341865
1e3,10,N,z,1.5,3.7830002445264816,2.0187248869333416
100,25,N,z,1.5,-5.232325253075539,1.9352754180436023
500,25,N,z,1.5,4.016885309774282,1.3619269345072098
1e3,25,N,z,1.5,0.856788488335227,1.2901590312249027
100,50,N,z,1.5,1.1639377462626939,0.5007735983817838
500,50,N,z,1.5,1.8933984595034583,0.24224758171476424
1e3,50,N,z,1.5,-2.1950908539089524,0.6304749820847064
100,10,G,o,1.5,5.6789538626610065,0.07306238502496853
500,10,G,o,1.5,3.5427264639758063,0.3944522658130154
1e3,10,G,o,1.5,-0.3667795080273242,1.8951873285113834
100,25,G,o,1.5,0.8202453871551596,0.3069772511953488
500,25,G,o,1.5,-3.1211539082798883,1.933104157273192
1e3,25,G,o,1.5,2.7014151511195736,2.086012832704
100,50,G,o,1.5,5.408666753222477,1.9738918109214865
500,50,G,o,1.5,14.034825010075979,0.4546900356654078
1e3,50,G,o,1.5,2.0215807798471443,1.2509918865398504
100,10,J,o,1.5,2.030139429728831,1.2242304593673907
500,10,J,o,1.5,-1.3817221374452742,2.063116557779722
1e3,10,J,o,1.5,3.475997602077392,1.3948510967893526
100,25,J,o,1.5,-0.9047352255931305,1.3346509103430435
500,25,J,o,1.5,2.4692314941322415,0.15454018826130778
1e3,25,J,o,1.5,7.346869430603522,1.13970997184515
100,50,J,o,1.5,3.686472140642402,1.9361758848535828
500,50,J,o,1.5,-0.1138365900523799,0.1529418012360111
1e3,50,J,o,1.5,4.778883092824845,0.487914681842085
100,10,N,o,1.5,3.621991661628177,1.9705804656841792
500,10,N,o,1.5,-3.275217485522565,1.6933546614018269
1e3,10,N,o,1.5,-1.319880007352499,1.6039699967368506
100,25,N,o,1.5,5.835142749544143,1.1400796593516134
500,25,N,o,1.5,-0.33770976496104055,1.0907391667133197
1e3,25,N,o,1.5,7.457357047600699,1.01726764527848
100,50,N,o,1.5,6.113036274466102,1.7325834591756575
500,50,N,o,1.5,-3.3254092161217734,0.5130493204342201
1e3,50,N,o,1.5,9.533848302178054,1.0112611446529627
100,10,G,x,2,-0.44289871773545597,0.7818277273327112
500,10,G,x,2,-14.332044372166841,3.0637821862474084
1e3,10,G,x,2,3.915542389963264,1.944022199138999
100,25,G,x,2,9.684358845682787,0.5018043974414468
500,25,G,x,2,-1.1506153047314633,2.9991090558469296
1e3,25,G,x,2,5.095993637069435,2.990642919205129
100,50,G,x,2,-2.080121855054971,2.8054087916389108
500,50,G,x,2,0.19548419932504313,1.6990463268011808
1e3,50,G,x,2,3.4982347384775516,3.014295469969511
100,10,J,x,2,11.795065091133395,0.6174289230257273
500,10,J,x,2,-8.990440187716143,1.036345654167235
1e3,10,J,x,2,4.53409179532476,2.6462623132392764
100,25,J,x,2,8.086717282438531,3.2399100568145514
500,25,J,x,2,9.884983308164323,2.2211784617975354
1e3,25,J,x,2,-2.6735220038416676,1.238335163332522
100,50,J,x,2,8.091544288200922,3.5921341571956873
500,50,J,x,2,8.975124897024852,1.2326050540432334
1e3,50,J,x,2,18.905821871090826,0.22154700942337513
100,10,N,x,2,4.8288702248706725,2.6800900483503938
500,10,N,x,2,-7.737416243699862,3.4394419845193624
1e3,10,N,x,2,-1.5072113590119947,3.136096591129899
100,25,N,x,2,21.126176428332787,3.8239517118781805
500,25,N,x,2,-11.09331339104071,0.10685745812952518
1e3,25,N,x,2,17.360974979730784,1.721569019369781
100,50,N,x,2,11.38133636731419,2.5454786429181695
500,50,N,x,2,-0.10435072153754854,3.4275954449549317
1e3,50,N,x,2,12.923495403869035,0.30616777669638395
100,10,G,f,2,-0.1005984214423834,3.185250204987824
500,10,G,f,2,6.418825122713735,1.7011716002598405
1e3,10,G,f,2,6.142197351318714,0.9673283779993653
100,25,G,f,2,1.3660695294910816,0.12984307669103146
500,25,G,f,2,-3.6706928661428826,1.7534730266779661
1e3,25,G,f,2,10.333367280368623,1.657823795452714
100,50,G,f,2,4.184926732343439,0.1915943082422018
500,50,G,f,2,-1.4552811103310086,3.736034793779254
1e3,50,G,f,2,5.796102030245871,1.3802791982889175
100,10,J,f,2,-10.32524845950907,2.6351279551163316
500,10,J,f,2,-13.447792414739503,0.9489620644599199
1e3,10,J,f,2,-8.662496415877586,0.41606879606842995
100,25,J,f,2,-0.16896271134113316,2.6376837715506554
500,25,J,f,2,0.5436078513037954,0.9037907561287284
1e3,25,J,f,2,-1.2139745105614712,3.621708968654275
100,50,J,f,2,7.88496255030665,1.3314429018646479
500,50,J,f,2,-9.769452439688665,1.354386835359037
1e3,50,J,f,2,1.6865084274595752,2.809108691290021
100,10,N,f,2,7.062151055715908,0.2968027060851455
500,10,N,f,2,-2.7040391044267267,2.3723514089360833
1e3,10,N,f,2,-3.2419503890106114,2.0401668287813663
100,25,N,f,2,4.530432742219519,1.9492516508325934
500,25,N,f,2,-6.182293741454005,0.6170188738033175
1e3,25,N,f,2,12.566559516716964,1.0729808891192079
100,50,N,f,2,3.642238527413046,3.5379664143547416
500,50,N,f,2,0.6494635626022549,0.3948817038908601
1e3,50,N,f,2,3.7398057803233944,0.5574764972552657
100,10,G,v,2,1.6176488488558172,3.9354806328192353
500,10,G,v,2,4.255570192522027,0.9520921176299453
1e3,10,G,v,2,3.2709839281657347,2.16116011608392
100,25,G,v,2,-3.2474167304093564,0.6516720047220588
500,25,G,v,2,-1.0858094414985806,3.6124529615044594
1e3,25,G,v,2,-3.9179005507007467,0.4069222928956151
100,50,G,v,2,10.354855399640293,2.7207004129886627
500,50,G,v,2,-1.2319633955538913,3.2178029399365187
1e3,50,G,v,2,17.77784256862857,0.022236598655581474
100,10,J,v,2,-2.834944513581437,0.7861700616776943
500,10,J,v,2,1.113942850949666,2.3333590868860483
1e3,10,J,v,2,3.3748336416309797,2.1581961773335934
100,25,J,v,2,2.2988504530570024,0.9668917721137404
500,25,J,v,2,6.50014961376659,3.9444440649822354
1e3,25,J,v,2,10.991099112730444,0.3713136473670602
100,50,J,v,2,-10.211407712296012,2.438645090907812
500,50,J,v,2,1.0748805347031964,2.2550400691106915
1e3,50,J,v,2,17.292588158756914,2.4929089238867164
100,10,N,v,2,-4.211847462298267,1.5993593903258443
500,10,N,v,2,-5.692207095038455,3.9277825485914946
1e3,10,N,v,2,1.2365065255045389,0.7853432735428214
100,25,N,v,2,8.77565119297245,0.3280878635123372
500,25,N,v,2,7.137072182247716,3.579812097363174
1e3,25,N,v,2,-9.839241864749086,2.0842510368674994
100,50,N,v,2,-0.5851860890411085,3.800041666254401
500,50,N,v,2,5.06669024418073,0.3036337662488222
1e3,50,N,v,2,10.61625186364659,1.9558695005252957
100,10,G,z,2,-8.215103152173647,1.2840095115825534
500,10,G,z,2,0.12778627323033542,0.5364042185246944
1e3,10,G,z,2,1.04441716915874,3.1876092879101634
100,25,G,z,2,8.498687983238568,0.5377635275945067
500,25,G,z,2,0.12266613043438346,2.46171538438648
1e3,25,G,z,2,-6.270822318666891,2.091915131546557
100,50,G,z,2,8.066159942923512,3.0121822003275156
500,50,G,z,2,-3.698112047515518,1.8964669769629836
1e3,50,G,z,2,1.1790298301277273,3.5134273348376155
100,10,J,z,2,4.320278166263405,2.3996231919154525
500,10,J,z,2,15.561636476008086,0.7926428476348519
1e3,10,J,z,2,-0.29669194245005004,2.0024647414684296
100,25,J,z,2,-11.528568926245,1.2791469115763903
500,25,J,z,2,-2.0816389231541805,3.976692607626319
1e3,25,J,z,2,9.192070280859063,0.9062932999804616
100,50,J,z,2,-13.672561313875468,3.420695375651121
500,50,J,z,2,-3.4258590533769766,2.9575818553566933
1e3,50,J,z,2,5.558073082714432,2.722146132029593
100,10,N,z,2,-3.6823979677599947,0.43888055719435215
500,10,N,z,2,7.56487802079317,0.6081909146159887
1e3,10,N,z,2,9.70119946625217,0.7064284225925803
100,25,N,z,2,10.877725107820273,3.6314548263326287
500,25,N,z,2,-7.558240478123897,2.896588341332972
1e3,25,N,z,2,27.553862824864325,3.555575294420123
100,50,N,z,2,-0.3188682964047844,2.698766091838479
500,50,N,z,2,7.880820818304452,2.1327404715120792
1e3,50,N,z,2,4.205980946863776,3.6407483173534274
100,10,G,o,2,-11.991994857008144,1.5806692903861403
500,10,G,o,2,-3.4270120179288197,2.2351637426763773
1e3,10,G,o,2,-0.7907853596423946,0.32538527622818947
100,25,G,o,2,-8.747706746300752,1.884252481162548
500,25,G,o,2,-5.098072800461725,1.5025579193606973
1e3,25,G,o,2,0.03691179752783236,0.8533246526494622
100,50,G,o,2,4.109700377161015,0.4736118568107486
500,50,G,o,2,2.9633932041171467,3.1720941439270973
1e3,50,G,o,2,2.1997652929396923,3.711738252080977
100,10,J,o,2,-1.1510986368250684,0.477247572503984
500,10,J,o,2,4.160848228597388,3.1702344678342342
1e3,10,J,o,2,-4.512448085614296,1.8974597975611687
100,25,J,o,2,-1.0147507961150963,3.856037389487028
500,25,J,o,2,18.9183957695228,0.9686424341052771
1e3,25,J,o,2,12.826979372617656,2.2645926289260387
100,50,J,o,2,2.007627000744471,2.754267381504178
500,50,J,o,2,16.62565403948298,2.4150832071900368
1e3,50,J,o,2,11.056243912958093,1.3290755869820714
100,10,N,o,2,-3.5536387470930784,1.3519954606890678
500,10,N,o,2,0.4686821059144337,3.9278353611007333
1e3,10,N,o,2,1.364552567188138,1.4830247443169355
100,25,N,o,2,-0.8474360549985005,1.1144883837550879
500,25,N,o,2,10.044456036704242,3.227782399393618
1e3,25,N,o,2,12.124202220131982,3.1638718117028475
100,50,N,o,2,11.827415798989131,3.9627911606803536
500,50,N,o,2,-6.929284874419407,2.890794485807419
1e3,50,N,o,2,1.5692617181496986,2.3725109323859215
100,10,G,x,-0.5,0.7787542298766603,0.061238005640916526
500,10,G,x,-0.5,1.8608432816552445,0.036696644383482635
1e3,10,G,x,-0.5,-2.8576341285669162,0.021678908437024802
100,25,G,x,-0.5,-0.3300828223477821,0.023489470302592963
500,25,G,x,-0.5,0.3772264959892443,0.24376796261640266
1e3,25,G,x,-0.5,-3.2703863821676458,0.24172632256522775
100,50,G,x,-0.5,-1.6872915927557417,0.12003038986586034
500,50,G,x,-0.5,3.0905795260276494,0.007552186609245837
1e3,50,G,x,-0.5,-0.007724255778625733,0.1678829874144867
100,10,J,x,-0.5,0.459051873456767,8.758073672652245e-4
500,10,J,x,-0.5,-2.1297385820339807,0.15619272115873173
1e3,10,J,x,-0.5,-3.09864636783277,0.23597597639309242
100,25,J,x,-0.5,1.8451376877869317,0.12720286840340123
500,25,J,x,-0.5,-3.4973958261012954,0.10325248603476211
1e3,25,J,x,-0.5,5.01614416446065,0.1107492214650847
100,50,J,x,-0.5,-0.8796362619209694,0.18500796402804554
500,50,J,x,-0.5,-1.5390702460404717,0.19816606550011784
1e3,50,J,x,-0.5,1.4321884458658707,0.22070358850760385
100,10,N,x,-0.5,-2.209153434616326,0.05755901784868911
500,10,N,x,-0.5,3.1143759947073852,0.17702494346303865
1e3,10,N,x,-0.5,-3.380201895996161,0.0018460291321389377
100,25,N,x,-0.5,0.2241201923838615,0.24726966494927183
500,25,N,x,-0.5,0.9914852872944742,0.0767231773934327
1e3,25,N,x,-0.5,0.6163565822594066,0.09177100303350016
100,50,N,x,-0.5,1.1807601099120593,0.019293185498099774
500,50,N,x,-0.5,0.3715799427092902,0.14034829020965844
1e3,50,N,x,-0.5,-4.274296410673784,0.2095593016128987
100,10,G,f,-0.5,-3.4086502499152154,0.2404451286420226
500,10,G,f,-0.5,1.728251666000646,0.029263415781315416
1e3,10,G,f,-0.5,1.139124596496786,0.02921256417175755
100,25,G,f,-0.5,-3.343011688047449,0.0746761915506795
500,25,G,f,-0.5,-1.3677209203195775,0.03746117028640583
