method,value,se,true_value,par
MI_LOGT,.30191153,.14265639,.5,trt
CC,.70234084,.16113234,.5,trt
MI_T,.55905861,.1312151,.5,trt
MI_LOGT,.60714692,.13483354,.5,trt
CC,.66233063,.14704067,.5,trt
MI_T,.63380003,.12723528,.5,trt
MI_LOGT,.64074135,.13442393,.5,trt
CC,.6051721,.13850291,.5,trt
MI_T,.65442675,.13227448,.5,trt
MI_LOGT,.70331156,.1161728,.5,trt
CC,.5148685,.14793596,.5,trt
MI_T,.5467779,.13837335,.5,trt
MI_LOGT,.5020653,.14583685,.5,trt
CC,.27059528,.13860036,.5,trt
MI_T,.2362404,.11667287,.5,trt
MI_LOGT,.28445035,.11719649,.5,trt
CC,.30941936,.13416877,.5,trt
MI_T,.34558508,.11643378,.5,trt
MI_LOGT,.33189097,.10939167,.5,trt
CC,.63306189,.14570989,.5,trt
MI_T,.48769817,.14110357,.5,trt
MI_LOGT,.50185472,.149589,.5,trt
CC,.4056266,.14810672,.5,trt
MI_T,.50762165,.12113807,.5,trt
MI_LOGT,.43063194,.1432308,.5,trt
CC,.45282686,.13854691,.5,trt
MI_T,.44573,.11937343,.5,trt
MI_LOGT,.47132912,.12188271,.5,trt
CC,.30483472,.12979445,.5,trt
MI_T,.37110966,.12340485,.5,trt
MI_LOGT,.34956723,.12288884,.5,trt
CC,.6993531,.15293121,.5,trt
MI_T,.74101186,.13561797,.5,trt
MI_LOGT,.66541928,.14547896,.5,trt
CC,.27198565,.12245302,.5,trt
MI_T,.27103612,.12187919,.5,trt
MI_LOGT,.3370626,.1218955,.5,trt
CC,.43841603,.13051015,.5,trt
MI_T,.43186384,.16290876,.5,trt
MI_LOGT,.44500035,.11950267,.5,trt
CC,.33510116,.15103814,.5,trt
MI_T,.38949376,.12275714,.5,trt
MI_LOGT,.31559667,.16077429,.5,trt
CC,.43395928,.12672171,.5,trt
MI_T,.42933923,.13433054,.5,trt
MI_LOGT,.39759761,.11077381,.5,trt
CC,.40541705,.13800654,.5,trt
MI_T,.35428318,.13753326,.5,trt
MI_LOGT,.3788588,.15450089,.5,trt
CC,.45069879,.15140128,.5,trt
MI_T,.43383273,.13598394,.5,trt
MI_LOGT,.44130448,.14467895,.5,trt
CC,.50883639,.13259044,.5,trt
MI_T,.58099538,.12172516,.5,trt
MI_LOGT,.5398764,.12795787,.5,trt
CC,.40204573,.13110976,.5,trt
MI_T,.48015019,.11450397,.5,trt
MI_LOGT,.47231334,.13791056,.5,trt
CC,.47443277,.12757285,.5,trt
MI_T,.45060119,.12734823,.5,trt
MI_LOGT,.49842352,.11095767,.5,trt
CC,.47254413,.14754683,.5,trt
MI_T,.4359991,.14239335,.5,trt
MI_LOGT,.4301348,.13417888,.5,trt
CC,.62885541,.16347742,.5,trt
MI_T,.63056719,.1363076,.5,trt
MI_LOGT,.68218201,.13867521,.5,trt
CC,.62884098,.12058628,.5,trt
MI_T,.63610017,.1285596,.5,trt
MI_LOGT,.60115147,.13685843,.5,trt
CC,.30802661,.13727075,.5,trt
MI_T,.40061483,.10986461,.5,trt
MI_LOGT,.33303255,.10998586,.5,trt
CC,.42284518,.16522197,.5,trt
MI_T,.55174071,.12455369,.5,trt
MI_LOGT,.47580633,.12805717,.5,trt
CC,.37804717,.1254974,.5,trt
MI_T,.34777048,.11953247,.5,trt
MI_LOGT,.343422,.11439325,.5,trt
CC,.3984817,.1454325,.5,trt
MI_T,.40458456,.12708364,.5,trt
MI_LOGT,.44268608,.1170145,.5,trt
CC,.57166511,.13744286,.5,trt
MI_T,.44288099,.11219796,.5,trt
MI_LOGT,.50804639,.13137199,.5,trt
CC,.54674053,.14336617,.5,trt
MI_T,.50172567,.13609695,.5,trt
MI_LOGT,.59205174,.14353625,.5,trt
CC,.41766208,.14711116,.5,trt
MI_T,.44150913,.12710944,.5,trt
MI_LOGT,.46560943,.12393378,.5,trt
CC,.67789775,.14562844,.5,trt
MI_T,.74718386,.11666866,.5,trt
MI_LOGT,.74809134,.12386545,.5,trt
CC,.31664592,.14607911,.5,trt
MI_T,.26499078,.11285342,.5,trt
MI_LOGT,.2425233,.11850362,.5,trt
CC,.76181948,.14997721,.5,trt
MI_T,.65209329,.14095572,.5,trt
MI_LOGT,.68885577,.12681498,.5,trt
CC,.61437976,.12013361,.5,trt
MI_T,.64116663,.10462517,.5,trt
MI_LOGT,.65341651,.11391057,.5,trt
CC,.37761843,.15427242,.5,trt
MI_T,.39454857,.13771331,.5,trt
MI_LOGT,.42206746,.13393264,.5,trt
CC,.58121598,.15317857,.5,trt
MI_T,.62813371,.12935151,.5,trt
MI_LOGT,.60108757,.16254862,.5,trt
CC,.64103842,.14678134,.5,trt
MI_T,.70480365,.1575073,.5,trt
MI_LOGT,.69932771,.13728973,.5,trt
CC,.68765628,.14695364,.5,trt
MI_T,.66787404,.13975455,.5,trt
MI_LOGT,.6866889,.12733509,.5,trt
CC,.55236244,.13365608,.5,trt
MI_T,.57677436,.1232004,.5,trt
MI_LOGT,.50116682,.14717394,.5,trt
CC,.6231519,.13479373,.5,trt
MI_T,.54030293,.12676816,.5,trt
MI_LOGT,.60478854,.18011647,.5,trt
CC,.4181965,.14615785,.5,trt
MI_T,.41801092,.15440236,.5,trt
MI_LOGT,.442857,.1324569,.5,trt
CC,.40658501,.14574488,.5,trt
MI_T,.50476766,.14068864,.5,trt
MI_LOGT,.51437813,.13334408,.5,trt
CC,.5897361,.16343817,.5,trt
MI_T,.55555552,.14384647,.5,trt
MI_LOGT,.52990532,.13263682,.5,trt
CC,.85161853,.16574143,.5,trt
MI_T,.77911711,.1389329,.5,trt
MI_LOGT,.79257339,.14278975,.5,trt
CC,.54238558,.1271752,.5,trt
MI_T,.54506361,.10330568,.5,trt
MI_LOGT,.54955769,.10180128,.5,trt
CC,.7420606,.15324378,.5,trt
MI_T,.74381745,.16546293,.5,trt
MI_LOGT,.69135845,.12642574,.5,trt
CC,.37571403,.12186667,.5,trt
MI_T,.43254989,.10633711,.5,trt
MI_LOGT,.39356279,.13354261,.5,trt
CC,.76689506,.16811521,.5,trt
MI_T,.80267906,.15602094,.5,trt
MI_LOGT,.73846519,.16424605,.5,trt
CC,.53973359,.15849975,.5,trt
MI_T,.54990506,.12488147,.5,trt
MI_LOGT,.52706134,.14245902,.5,trt
CC,.3016682,.15089203,.5,trt
MI_T,.20934102,.1351722,.5,trt
MI_LOGT,.26370037,.13479742,.5,trt
CC,.66799814,.1540001,.5,trt
MI_T,.56186163,.1200543,.5,trt
MI_LOGT,.60182291,.1437508,.5,trt
CC,.57652926,.14648646,.5,trt
MI_T,.56490564,.120271,.5,trt
MI_LOGT,.53457063,.13281417,.5,trt
CC,.35989314,.15497483,.5,trt
MI_T,.47962469,.15159421,.5,trt
MI_LOGT,.47751749,.13458179,.5,trt
CC,.65241784,.1694703,.5,trt
MI_T,.57882822,.12804706,.5,trt
MI_LOGT,.60239935,.17900661,.5,trt
CC,.50757724,.11618612,.5,trt
MI_T,.50132632,.09954416,.5,trt
MI_LOGT,.51357955,.11276351,.5,trt
CC,.43697882,.14397521,.5,trt
MI_T,.44651651,.12851308,.5,trt
MI_LOGT,.43398538,.12396454,.5,trt
CC,.56223083,.13300179,.5,trt
MI_T,.63370949,.12165353,.5,trt
MI_LOGT,.62000239,.13189629,.5,trt
CC,.44958147,.16174024,.5,trt
MI_T,.47605717,.15036124,.5,trt
MI_LOGT,.45767048,.14047994,.5,trt
CC,.51057452,.12653141,.5,trt
MI_T,.4991371,.11200317,.5,trt
MI_LOGT,.49589834,.11224461,.5,trt
CC,.6955753,.16241281,.5,trt
MI_T,.6273697,.14846019,.5,trt
MI_LOGT,.60036641,.14293356,.5,trt
CC,.25388727,.1217483,.5,trt
MI_T,.3112883,.11777558,.5,trt
MI_LOGT,.27911672,.11115909,.5,trt
CC,.43136823,.11011991,.5,trt
MI_T,.49599928,.099365212,.5,trt
MI_LOGT,.51462221,.11170891,.5,trt
CC,.45953253,.17992324,.5,trt
MI_T,.37432429,.18557891,.5,trt
MI_LOGT,.45455024,.17358659,.5,trt
CC,.66138262,.15888697,.5,trt
MI_T,.62424803,.11457717,.5,trt
MI_LOGT,.601776,.1210968,.5,trt
CC,.43008247,.13133602,.5,trt
MI_T,.44057083,.10753355,.5,trt
MI_LOGT,.46663934,.11883178,.5,trt
CC,.46298856,.15016572,.5,trt
MI_T,.45049161,.14539216,.5,trt
MI_LOGT,.46797264,.12970655,.5,trt
CC,.4439244,.13506882,.5,trt
MI_T,.38367838,.11628262,.5,trt
MI_LOGT,.41863179,.12048778,.5,trt
CC,.40960097,.13195899,.5,trt
MI_T,.4833329,.1157762,.5,trt
MI_LOGT,.48461396,.1235525,.5,trt
CC,.53667331,.15295978,.5,trt
MI_T,.53306878,.12665413,.5,trt
MI_LOGT,.56225735,.11945539,.5,trt
CC,.35405016,.12308101,.5,trt
MI_T,.41174519,.12703708,.5,trt
MI_LOGT,.40269276,.11607473,.5,trt
CC,.53597873,.14092369,.5,trt
MI_T,.56764716,.12380668,.5,trt
MI_LOGT,.50957078,.12769276,.5,trt
CC,.46524161,.15796977,.5,trt
MI_T,.43849182,.1583889,.5,trt
MI_LOGT,.5451346,.14252609,.5,trt
CC,.70371866,.14437205,.5,trt
MI_T,.69320548,.12658222,.5,trt
MI_LOGT,.63356113,.14620316,.5,trt
CC,.59905893,.16558206,.5,trt
MI_T,.52201438,.15421355,.5,trt
MI_LOGT,.51528996,.11739194,.5,trt
CC,.49217057,.17783278,.5,trt
MI_T,.5216158,.15724005,.5,trt
MI_LOGT,.47640604,.14343192,.5,trt
CC,.32079038,.14549604,.5,trt
MI_T,.21605115,.12067782,.5,trt
MI_LOGT,.24399284,.13586779,.5,trt
CC,.5393213,.15215543,.5,trt
MI_T,.54789025,.12471051,.5,trt
MI_LOGT,.54211926,.13321221,.5,trt
CC,.72249609,.16266862,.5,trt
MI_T,.67772663,.13842002,.5,trt
MI_LOGT,.66574895,.13773862,.5,trt
CC,.56326079,.13004468,.5,trt
MI_T,.53859168,.14942563,.5,trt
MI_LOGT,.54229814,.11528978,.5,trt
CC,.55922288,.18828037,.5,trt
MI_T,.49458182,.14147954,.5,trt
MI_LOGT,.48599067,.15137105,.5,trt
CC,.38247079,.1609561,.5,trt
MI_T,.39766937,.13066342,.5,trt
MI_LOGT,.39443925,.18149187,.5,trt
CC,.38221744,.11162943,.5,trt
MI_T,.32250038,.11768562,.5,trt
MI_LOGT,.35172141,.10702148,.5,trt
CC,.62843776,.14101546,.5,trt
MI_T,.50541955,.12366448,.5,trt
MI_LOGT,.53283465,.1209678,.5,trt
CC,.51650733,.14895079,.5,trt
MI_T,.38248977,.1464771,.5,trt
MI_LOGT,.44719079,.14006172,.5,trt
CC,.58491331,.17882726,.5,trt
MI_T,.55276954,.16120422,.5,trt
MI_LOGT,.56996942,.16327339,.5,trt
CC,.51980191,.14697072,.5,trt
MI_T,.51107734,.14475124,.5,trt
MI_LOGT,.51254654,.12326781,.5,trt
CC,.23334764,.1321554,.5,trt
MI_T,.25955424,.11235571,.5,trt
MI_LOGT,.23099083,.12140031,.5,trt
CC,.3688302,.16280316,.5,trt
MI_T,.26134029,.14473256,.5,trt
MI_LOGT,.31644753,.15951031,.5,trt
CC,.59315681,.16162167,.5,trt
MI_T,.59505713,.1390418,.5,trt
MI_LOGT,.6074093,.14058223,.5,trt
CC,.46992537,.16203493,.5,trt
MI_T,.51985985,.14778416,.5,trt
MI_LOGT,.52301085,.13960797,.5,trt
CC,.50172186,.18605845,.5,trt
MI_T,.46400598,.14360109,.5,trt
MI_LOGT,.4840672,.13442782,.5,trt
CC,.78814954,.16665947,.5,trt
MI_T,.70099103,.1422967,.5,trt
MI_LOGT,.68367356,.15272789,.5,trt
CC,.49197078,.11276674,.5,trt
MI_T,.53740239,.099203527,.5,trt
MI_LOGT,.51920819,.10525082,.5,trt
CC,.7081936,.16248086,.5,trt
MI_T,.54523581,.13546477,.5,trt
MI_LOGT,.49774173,.125643,.5,trt
CC,.63238764,.12952131,.5,trt
MI_T,.5724346,.11612201,.5,trt
MI_LOGT,.55450851,.11149032,.5,trt
CC,.42293683,.12739545,.5,trt
MI_T,.43637219,.10954969,.5,trt
MI_LOGT,.42107558,.11004372,.5,trt
CC,.61418855,.14675173,.5,trt
MI_T,.57592738,.13014191,.5,trt
MI_LOGT,.5586611,.15400502,.5,trt
CC,.59364522,.13647996,.5,trt
MI_T,.47498065,.10946609,.5,trt
MI_LOGT,.45957553,.1348194,.5,trt
CC,.49984711,.17296515,.5,trt
MI_T,.44553331,.1261719,.5,trt
MI_LOGT,.47750756,.15242885,.5,trt
CC,.60376632,.13837445,.5,trt
MI_T,.57496226,.10693107,.5,trt
MI_LOGT,.55025673,.12130263,.5,trt
CC,.59980243,.14987233,.5,trt
MI_T,.51873326,.11242661,.5,trt
MI_LOGT,.47165164,.12837769,.5,trt
CC,.3547008,.13910551,.5,trt
MI_T,.37147555,.12293993,.5,trt
MI_LOGT,.33157825,.11991184,.5,trt
CC,.45894963,.16022216,.5,trt
MI_T,.36036181,.12709282,.5,trt
MI_LOGT,.36885628,.13046716,.5,trt
CC,.5799365,.11482915,.5,trt
MI_T,.57224441,.10422925,.5,trt
MI_LOGT,.59077752,.096370444,.5,trt
CC,-.0092395339,.16418643,.5,trt
MI_T,-.14838292,.1427974,.5,trt
MI_LOGT,-.10804761,.15898751,.5,trt
CC,.44787803,.14014861,.5,trt
MI_T,.43008274,.13295412,.5,trt
MI_LOGT,.42046121,.1296187,.5,trt
CC,.72136152,.1387514,.5,trt
MI_T,.6586557,.11619638,.5,trt
MI_LOGT,.6556372,.11285329,.5,trt
CC,.66241765,.14598578,.5,trt
MI_T,.66124099,.13038394,.5,trt
MI_LOGT,.62495434,.12551494,.5,trt
CC,.29896399,.14050393,.5,trt
MI_T,.38811126,.13198702,.5,trt
MI_LOGT,.3664805,.13824473,.5,trt
CC,.63617629,.15716644,.5,trt
MI_T,.58790445,.13890649,.5,trt
MI_LOGT,.62128925,.13429797,.5,trt
CC,.7739166,.17693034,.5,trt
MI_T,.68729663,.14344005,.5,trt
MI_LOGT,.6254555,.16613618,.5,trt
CC,.54186922,.12042589,.5,trt
MI_T,.52630067,.11553677,.5,trt
MI_LOGT,.49011588,.12743759,.5,trt
CC,.435458,.14171687,.5,trt
MI_T,.38725191,.12156363,.5,trt
MI_LOGT,.41217732,.11799944,.5,trt
CC,.57177377,.13498819,.5,trt
MI_T,.47648188,.11897489,.5,trt
MI_LOGT,.56321955,.1168652,.5,trt
CC,.53781462,.13738926,.5,trt
MI_T,.50212228,.11562436,.5,trt
MI_LOGT,.58495635,.12100908,.5,trt
CC,.38328248,.13554031,.5,trt
MI_T,.41781259,.12282106,.5,trt
MI_LOGT,.37260559,.11884859,.5,trt
CC,.363545,.13548507,.5,trt
MI_T,.50695896,.15803473,.5,trt
MI_LOGT,.45956674,.1510385,.5,trt
CC,.51882535,.14720659,.5,trt
MI_T,.48421386,.12541173,.5,trt
MI_LOGT,.55742705,.16391553,.5,trt
CC,.47010988,.11817628,.5,trt
MI_T,.44744763,.10294037,.5,trt
MI_LOGT,.407354,.11892546,.5,trt
CC,.60642254,.14907505,.5,trt
MI_T,.66025805,.13525994,.5,trt
MI_LOGT,.62474871,.12623112,.5,trt
CC,.4171716,.13114519,.5,trt
MI_T,.44499546,.12369406,.5,trt
MI_LOGT,.44390228,.12301049,.5,trt
CC,.50101346,.13712518,.5,trt
MI_T,.5555501,.12683056,.5,trt
MI_LOGT,.5712136,.14420423,.5,trt
CC,.37228259,.1161199,.5,trt
MI_T,.38238037,.10529725,.5,trt
MI_LOGT,.38976207,.10501511,.5,trt
CC,.54937208,.13551855,.5,trt
MI_T,.56219667,.12461063,.5,trt
MI_LOGT,.55386823,.11986627,.5,trt
CC,.60349876,.15560237,.5,trt
MI_T,.62161922,.13185114,.5,trt
MI_LOGT,.55663794,.14133665,.5,trt
CC,.51614308,.15900272,.5,trt
MI_T,.42990544,.13820086,.5,trt
MI_LOGT,.43794551,.14077607,.5,trt
CC,.64743638,.15164007,.5,trt
MI_T,.60984313,.15116596,.5,trt
MI_LOGT,.66030371,.13842469,.5,trt
CC,.35235041,.15565477,.5,trt
MI_T,.332452,.14795583,.5,trt
MI_LOGT,.33095324,.15922509,.5,trt
CC,.40288863,.17652182,.5,trt
MI_T,.29889843,.12387506,.5,trt
MI_LOGT,.33769947,.1246682,.5,trt
CC,.38119003,.18256509,.5,trt
MI_T,.39189762,.16568713,.5,trt
MI_LOGT,.4391675,.15408629,.5,trt
CC,.35554799,.13157102,.5,trt
MI_T,.47850087,.14257421,.5,trt
MI_LOGT,.47217223,.12980214,.5,trt
CC,.74080479,.16506872,.5,trt
MI_T,.57022363,.12983246,.5,trt
MI_LOGT,.551489,.15249237,.5,trt
CC,.81976044,.14555581,.5,trt
MI_T,.8006255,.1334274,.5,trt
MI_LOGT,.82016474,.11812048,.5,trt
CC,.27442634,.13866924,.5,trt
MI_T,.2301013,.12935862,.5,trt
MI_LOGT,.1982512,.1423759,.5,trt
CC,.60429591,.13384719,.5,trt
MI_T,.62165713,.1182966,.5,trt
MI_LOGT,.58636492,.16523646,.5,trt
CC,.52603132,.1317047,.5,trt
MI_T,.4405722,.12559813,.5,trt
MI_LOGT,.48529279,.11801357,.5,trt
CC,.6396755,.15504709,.5,trt
MI_T,.52910262,.16109239,.5,trt
MI_LOGT,.60845524,.13993995,.5,trt
CC,.52343279,.13518871,.5,trt
MI_T,.4093751,.11910532,.5,trt
MI_LOGT,.4155536,.12007814,.5,trt
CC,.65494138,.14775556,.5,trt
MI_T,.55747563,.11764374,.5,trt
MI_LOGT,.6327104,.11733072,.5,trt
CC,.28409234,.12899207,.5,trt
MI_T,.21767776,.098525696,.5,trt
MI_LOGT,.22211169,.10923496,.5,trt
CC,.26514488,.14975002,.5,trt
MI_T,.22499466,.14502938,.5,trt
MI_LOGT,.16203283,.14885519,.5,trt
CC,.41530865,.14701954,.5,trt
MI_T,.39121458,.12959687,.5,trt
MI_LOGT,.42994452,.1337541,.5,trt
CC,.44768387,.15471806,.5,trt
MI_T,.47538233,.15058313,.5,trt
MI_LOGT,.42982191,.13249618,.5,trt
CC,.5511272,.13967493,.5,trt
MI_T,.53594011,.12801805,.5,trt
MI_LOGT,.59415418,.1309485,.5,trt
CC,.7329427,.14710596,.5,trt
MI_T,.65653336,.1339922,.5,trt
MI_LOGT,.71148777,.14207737,.5,trt
CC,.38479748,.1499681,.5,trt
MI_T,.41368783,.1554442,.5,trt
MI_LOGT,.3904013,.11842616,.5,trt
CC,.44693902,.11357853,.5,trt
MI_T,.39755499,.11223195,.5,trt
MI_LOGT,.40831429,.10950398,.5,trt
CC,.17733262,.13329911,.5,trt
MI_T,.25769579,.11412655,.5,trt
MI_LOGT,.24506512,.10739379,.5,trt
CC,.49502921,.12697862,.5,trt
MI_T,.47413713,.11703073,.5,trt
MI_LOGT,.41313115,.11840487,.5,trt
CC,.730241,.1449887,.5,trt
MI_T,.73209488,.17684962,.5,trt
MI_LOGT,.7750861,.14145911,.5,trt
CC,.59991562,.15468563,.5,trt
MI_T,.62305707,.12026007,.5,trt
MI_LOGT,.60809964,.13455802,.5,trt
CC,.62679493,.14217934,.5,trt
MI_T,.73861748,.12608097,.5,trt
MI_LOGT,.66772723,.14756675,.5,trt
CC,.33021972,.13032064,.5,trt
MI_T,.38540882,.11156036,.5,trt
MI_LOGT,.43018737,.10683101,.5,trt
CC,.6305005,.13131456,.5,trt
MI_T,.55215091,.12578845,.5,trt
MI_LOGT,.54424071,.11862997,.5,trt
CC,.57008725,.14612381,.5,trt
MI_T,.63141686,.13001217,.5,trt
MI_LOGT,.60985291,.14470501,.5,trt
CC,.73093367,.17045574,.5,trt
MI_T,.68859881,.15040065,.5,trt
MI_LOGT,.72168654,.14298058,.5,trt
CC,.33718121,.13665681,.5,trt
MI_T,.33893374,.14529257,.5,trt
MI_LOGT,.33625951,.12168568,.5,trt
CC,.6886816,.1639504,.5,trt
MI_T,.44048682,.13578035,.5,trt
MI_LOGT,.47291878,.13815327,.5,trt
CC,.60157454,.11581217,.5,trt
MI_T,.53121114,.12371447,.5,trt
MI_LOGT,.55221671,.1238527,.5,trt
CC,.6270169,.131486,.5,trt
MI_T,.53471434,.11897387,.5,trt
MI_LOGT,.54273176,.12014925,.5,trt
CC,.52185512,.1518503,.5,trt
MI_T,.51471049,.13370231,.5,trt
MI_LOGT,.56368881,.13193069,.5,trt
CC,.73580641,.17646103,.5,trt
MI_T,.66068274,.15148254,.5,trt
MI_LOGT,.7178399,.15644129,.5,trt
CC,.48378259,.14321291,.5,trt
MI_T,.44437903,.11716773,.5,trt
MI_LOGT,.45281547,.12439988,.5,trt
CC,.41750219,.12763344,.5,trt
MI_T,.40365404,.1188045,.5,trt
MI_LOGT,.39682546,.13463774,.5,trt
CC,.68039197,.14417982,.5,trt
MI_T,.65805018,.12319862,.5,trt
MI_LOGT,.67184055,.12102629,.5,trt
CC,.17732508,.14781912,.5,trt
MI_T,.1729458,.19540195,.5,trt
MI_LOGT,.12343831,.13610755,.5,trt
CC,.2752372,.14978582,.5,trt
MI_T,.35095367,.12948819,.5,trt
MI_LOGT,.24783251,.13219842,.5,trt
CC,.46747518,.15833786,.5,trt
MI_T,.52051097,.16002563,.5,trt
MI_LOGT,.49202043,.14381653,.5,trt
CC,.43038273,.16623972,.5,trt
MI_T,.43358913,.12594919,.5,trt
MI_LOGT,.44232661,.15438603,.5,trt
CC,.16496129,.14628264,.5,trt
MI_T,.21687178,.14467344,.5,trt
MI_LOGT,.20664901,.12752981,.5,trt
CC,.80286896,.1291934,.5,trt
MI_T,.75001556,.12477545,.5,trt
MI_LOGT,.73154986,.11694039,.5,trt
CC,.65540141,.13966084,.5,trt
MI_T,.67407107,.12046766,.5,trt
MI_LOGT,.62586427,.13140999,.5,trt
CC,.45005506,.14063525,.5,trt
MI_T,.46213129,.14566024,.5,trt
MI_LOGT,.46793586,.13032965,.5,trt
CC,.58665842,.16430882,.5,trt
MI_T,.45581067,.15455264,.5,trt
MI_LOGT,.51675004,.12649751,.5,trt
CC,.46303281,.17295571,.5,trt
MI_T,.505283,.17195335,.5,trt
MI_LOGT,.49235281,.15093035,.5,trt
CC,.54247379,.13855678,.5,trt
MI_T,.50298119,.12101831,.5,trt
MI_LOGT,.51973552,.12555362,.5,trt
CC,.81348848,.15934527,.5,trt
MI_T,.63420391,.12281772,.5,trt
MI_LOGT,.58210856,.14764473,.5,trt
CC,.28842086,.15900598,.5,trt
MI_T,.38719434,.14966084,.5,trt
MI_LOGT,.4250603,.14107709,.5,trt
CC,.54408056,.13976897,.5,trt
MI_T,.4732455,.11672525,.5,trt
MI_LOGT,.40813833,.14338055,.5,trt
CC,.64301568,.14833032,.5,trt
MI_T,.606502,.12846942,.5,trt
MI_LOGT,.63916826,.15803796,.5,trt
CC,.37172312,.12657872,.5,trt
MI_T,.42655596,.10244904,.5,trt
MI_LOGT,.45099962,.11001283,.5,trt
CC,.49645767,.1487028,.5,trt
MI_T,.50436038,.1356352,.5,trt
MI_LOGT,.57469779,.13217412,.5,trt
CC,.34833175,.14357047,.5,trt
MI_T,.40871909,.1258731,.5,trt
MI_LOGT,.38292032,.13078551,.5,trt
CC,.60438466,.12925051,.5,trt
MI_T,.59242374,.15059233,.5,trt
MI_LOGT,.63283211,.12228354,.5,trt
CC,.55063951,.13132089,.5,trt
MI_T,.43080553,.1160732,.5,trt
MI_LOGT,.3839443,.12462369,.5,trt
CC,.33885726,.12941493,.5,trt
MI_T,.33738688,.1420197,.5,trt
MI_LOGT,.32452217,.13523676,.5,trt
CC,.98411202,.17517169,.5,trt
MI_T,.97560257,.18194374,.5,trt
MI_LOGT,.93829465,.1618274,.5,trt
CC,.47662318,.17156683,.5,trt
MI_T,.50822389,.14877991,.5,trt
MI_LOGT,.54073542,.15496866,.5,trt
CC,.7021051,.15792525,.5,trt
MI_T,.63943368,.16248801,.5,trt
MI_LOGT,.59912467,.17785081,.5,trt
CC,.16338958,.14003029,.5,trt
MI_T,.20935975,.12599552,.5,trt
MI_LOGT,.19385596,.13164337,.5,trt
CC,.46121547,.13641159,.5,trt
MI_T,.42724231,.11489588,.5,trt
MI_LOGT,.45162874,.11740465,.5,trt
CC,.66461164,.15451214,.5,trt
MI_T,.68676412,.13461851,.5,trt
MI_LOGT,.63371944,.14562498,.5,trt
CC,.41329497,.12767251,.5,trt
MI_T,.49029583,.11823951,.5,trt
MI_LOGT,.47492361,.13677922,.5,trt
CC,.45336664,.14641164,.5,trt
MI_T,.43482593,.14670861,.5,trt
MI_LOGT,.45009884,.11588676,.5,trt
CC,.57057065,.13884656,.5,trt
MI_T,.54921925,.14483574,.5,trt
MI_LOGT,.58362854,.11946558,.5,trt
CC,.5388459,.15820992,.5,trt
MI_T,.44859946,.12114812,.5,trt
MI_LOGT,.52609313,.12892959,.5,trt
CC,.37795296,.13244188,.5,trt
MI_T,.34566724,.14688891,.5,trt
MI_LOGT,.32851917,.13883832,.5,trt
CC,.60845536,.11888701,.5,trt
MI_T,.58429819,.11193889,.5,trt
MI_LOGT,.57475895,.10553987,.5,trt
CC,.54602194,.1285512,.5,trt
MI_T,.52971709,.11243577,.5,trt
MI_LOGT,.57841098,.11691304,.5,trt
CC,.3223331,.15715274,.5,trt
MI_T,.3038342,.13803676,.5,trt
MI_LOGT,.36799818,.16043128,.5,trt
CC,.29034081,.13236564,.5,trt
MI_T,.33967966,.11131857,.5,trt
MI_LOGT,.33690798,.10831559,.5,trt
CC,.33128986,.15707943,.5,trt
MI_T,.36405867,.1390994,.5,trt
MI_LOGT,.34893644,.12372855,.5,trt
CC,.51352632,.14102177,.5,trt
MI_T,.55759943,.11730054,.5,trt
MI_LOGT,.54115415,.12938017,.5,trt
CC,.92391205,.14934422,.5,trt
MI_T,.86618453,.13398811,.5,trt
MI_LOGT,.84764624,.13861598,.5,trt
CC,.80197221,.17225301,.5,trt
MI_T,.58874369,.14055203,.5,trt
MI_LOGT,.68273646,.157464,.5,trt
CC,.44804028,.14904678,.5,trt
MI_T,.4328751,.15115291,.5,trt
MI_LOGT,.44552726,.14814532,.5,trt
CC,.71732354,.13428186,.5,trt
MI_T,.68751502,.12668054,.5,trt
MI_LOGT,.63241631,.13706353,.5,trt
CC,.720761,.13496858,.5,trt
MI_T,.64593488,.12603185,.5,trt
MI_LOGT,.67683345,.12861933,.5,trt
CC,.61377215,.14231966,.5,trt
MI_T,.49502277,.11789439,.5,trt
MI_LOGT,.48355535,.13806418,.5,trt
CC,.47707355,.12345635,.5,trt
MI_T,.53277642,.11777794,.5,trt
MI_LOGT,.52355504,.12125829,.5,trt
CC,.43121669,.14078423,.5,trt
MI_T,.43691084,.12767021,.5,trt
MI_LOGT,.40596521,.12526232,.5,trt
CC,.50574452,.12040431,.5,trt
MI_T,.55051094,.1251507,.5,trt
MI_LOGT,.5957424,.13263175,.5,trt
CC,.31157157,.16852891,.5,trt
MI_T,.3704448,.16245741,.5,trt
MI_LOGT,.33606791,.14845295,.5,trt
CC,.60191822,.15150681,.5,trt
MI_T,.56792212,.14381319,.5,trt
MI_LOGT,.50711423,.11246901,.5,trt
CC,.23100455,.12673734,.5,trt
MI_T,.35280159,.11021152,.5,trt
MI_LOGT,.34249085,.12615182,.5,trt
CC,.34476653,.14605299,.5,trt
MI_T,.32110623,.13723272,.5,trt
MI_LOGT,.2791011,.13844836,.5,trt
CC,.38710272,.13952881,.5,trt
MI_T,.49210471,.13414751,.5,trt
MI_LOGT,.46491367,.11673862,.5,trt
CC,.46225053,.15684915,.5,trt
MI_T,.44074693,.14002365,.5,trt
MI_LOGT,.37773904,.12059531,.5,trt
CC,.61768198,.1584129,.5,trt
